patch_uid,id,texture,image,x_min,y_min,x_max,y_max,D50,D10,D90,Span,Skewness,sigma_local
971,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,896,128,1024,256,6.808466369070137,1.0,20.372959183673487,2.845421881156966,0.6897097484908389,9.599604090304002
972,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,1024,128,1152,256,7.411128526645768,1.0,20.645232497387667,2.650774767534491,0.5177693084932737,9.139927190244393
973,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,1152,128,1280,256,8.323317447402067,1.0044401795589097,19.462452861124778,2.2176269015579977,0.49639790577973514,7.7495694185053035
974,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,0,256,128,384,8.334739263803684,1.0,18.524780785360285,2.1026189579159777,0.4588971790850858,11.253509344339994
975,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,128,256,256,384,9.569960346362388,1.0923119122257055,21.141966908922225,2.0950614496869404,0.25450603593366217,12.697626984968043
976,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,256,256,384,384,8.465802987861812,1.0,20.23731754618761,2.272355921082725,0.46301702640034265,11.652182095327385
977,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,384,256,512,384,7.714131815921772,1.177290127991957,20.45190260252366,2.4986107230822,0.5423638430246752,23.453601480249574
978,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,512,256,640,384,6.420133538777606,1.0,21.89525745257453,3.2546453008130087,0.6854624222270628,13.23788935116976
979,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,640,256,768,384,9.000334128878283,1.0,19.74315871101155,2.0824958765555874,0.38903641887748636,13.765575759033222
980,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,768,256,896,384,8.402799079754601,1.0,22.523014169171322,2.5614100688219583,0.47095824973813194,14.354894691978387
981,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,896,256,1024,384,9.20133779264214,1.091817845242503,20.158011468138053,2.0721110399991898,0.2909541839065948,12.107978267103512
982,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,1024,256,1152,384,8.459282239300572,1.061252433049198,21.742737464580507,2.44482740337569,0.5074134966339373,11.096374190601233
987,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,384,384,512,512,9.328593673168333,1.0703020554066132,21.843903030303032,2.226873814286408,0.3897854641746803,10.10387079782327
995,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0030.tif,128,512,256,640,8.867135511191773,1.0,22.546441815292244,2.4299213413505543,0.3504118701892066,14.446654826170226
1173,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0045.tif,384,512,512,640,6.957587517820372,1.0,21.411617556783305,2.933720561114512,0.5207734658851482,10.899332862738154
1183,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0045.tif,384,640,512,768,5.942433493240298,1.0,20.32270389419544,3.2516483215463183,0.7292301341123469,16.915372845217494
1289,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,128,512,256,640,4.973136838378474,1.0,19.008721541155865,3.621199682699206,0.9026267994963852,8.236032825546852
1290,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,256,512,384,640,5.00582698341551,1.0,19.546123101518784,3.7049069340516114,0.8087936345682993,8.655556814338123
1291,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,384,512,512,640,3.9206499382969966,1.0,15.196562214785523,3.620971634348985,1.1721802403865151,7.597009716620489
1292,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,640,512,768,640,4.7718257733915355,1.0,16.18070507960578,3.1813200650065268,1.0021080180216368,10.15522809976398
1293,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,768,512,896,640,4.689450474898236,1.0,19.234889995848906,3.888491859218241,0.8824794355287201,9.067493230366171
1294,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,896,512,1024,640,5.3208272327964865,1.0,21.135144157814878,3.7842131076359675,0.8418053445961303,5.904079053408649
1295,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,1024,512,1152,640,4.355423280423279,1.0,18.165744178197766,3.9412344272838444,1.0981094902593669,5.08756781961662
1296,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,1152,512,1280,640,5.930380613362541,1.0,18.14982288828338,2.891858719765946,0.7335666441721029,5.187090575695983
1298,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,128,640,256,768,5.532181623604953,1.0,19.183362304444994,3.286833936698577,0.7987703859079305,9.809982313938317
1299,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,256,640,384,768,4.227733704097489,1.0,17.953642914331464,4.0101018893172276,1.174448577857407,7.335865962905565
1300,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,384,640,512,768,5.67663273960984,1.0,21.91488756784699,3.6843827189857077,0.730769227727192,7.441490416163452
1301,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,512,640,640,768,4.299637226175527,1.0,15.889362912400458,3.46293469173546,1.2402079903963998,7.502404878169276
1302,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,640,640,768,768,4.7404554588077685,1.0,18.571900826446278,3.7067958931662734,0.9913259622453902,6.404628738955984
1303,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,768,640,896,768,5.119768757069246,1.0,21.739075364154527,4.050783609224252,0.7471680731407181,10.493054543549812
1304,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,896,640,1024,768,4.996406893183561,1.0,19.512789221907642,3.7052204949849163,0.8221786324321113,8.244304437327045
1305,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,1024,640,1152,768,4.468231501140205,1.0,16.52110296461587,3.473656850737297,1.08041036952079,8.139051735419208
1306,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,1152,640,1280,768,4.311873660930265,1.0,16.82672917307101,3.6704992812002923,1.0396929260856238,7.850239106047753
1308,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0050.tif,512,512,640,640,5.513530601922102,1.0,16.834102487264,2.871862628593009,0.8441687075428621,8.921349414561421
1338,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,640,256,768,384,4.760465505693235,1.0,18.300247678018575,3.6341504118302095,0.9004802902673044,9.976596424273628
1339,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,768,256,896,384,6.275049504950495,1.0,21.135852881552275,3.2088755420442108,0.652894806176188,9.161148480966261
1340,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,896,256,1024,384,6.381716154118062,1.0,19.526777806720514,2.9031027640998035,0.8031850177086359,8.735673671389497
1341,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1024,256,1152,384,4.705874335559493,1.0,16.037461512145057,3.195466015425849,1.0380402478634803,6.343783184725778
1342,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1152,256,1280,384,5.527247299382716,1.0,18.90775353016688,3.239904523933065,0.8973191956199459,8.686587552482115
1343,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,0,384,128,512,4.611331849968214,1.0,19.79287531806616,4.075368229722113,0.9781372017510827,6.984609081252133
1344,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,128,384,256,512,6.58485865915737,1.0,20.277566328656757,2.9275596222324394,0.5862273976431098,6.4784414283107905
1345,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,256,384,384,512,5.217587105949279,1.0,17.417910983488873,3.146648182407647,0.8443609586447512,8.33429530144608
1346,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,384,384,512,512,5.005959879833316,1.0,18.595462735462743,3.514902867349512,0.8942731948714633,7.422051742858536
1347,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,512,384,640,512,9.904232347225223,1.0078409388197482,18.70316683831102,1.786642849150122,0.15256030291817857,19.101356248970742
1348,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,640,384,768,512,4.478697033077698,1.0,18.768329532497162,3.9672988374225917,1.0525187162339165,6.961100206068372
1349,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,768,384,896,512,4.9156601981272905,1.0,18.819619260918255,3.625071413135302,0.9329228225232065,6.339801555500184
1350,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,896,384,1024,512,5.708760637137246,1.0,19.36571853109744,3.2171113308942725,0.7265618277971805,7.117162807015588
1351,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1024,384,1152,512,4.731732917992821,1.0,18.469944962909786,3.6920817944898827,1.0053928580147893,6.525005731988907
1352,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1152,384,1280,512,4.443102104442712,1.0,16.847762430939234,3.566823822277877,1.1106196247443678,6.554910080566776
1353,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,0,512,128,640,5.687275341480948,1.0,20.469715603382014,3.423381924447527,0.7352617499730041,6.753859493872598
1354,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,128,512,256,640,6.366937391578615,1.0,18.954221516114394,2.8199148840166046,0.7088001348807066,11.455439567717363
1355,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,256,512,384,640,6.322565395524742,1.0,18.6217884551218,2.787126324955833,0.6215893587024289,11.989379278004092
1356,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,384,512,512,640,4.371752750611247,1.0,17.344306898774985,3.738616484312789,0.9866454200922925,7.09503988898626
1357,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,512,512,640,640,4.986414627039627,1.0,19.400337537750936,3.69009376756842,0.9460571768273583,7.93657500122488
1358,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,640,512,768,640,4.818544366899302,1.0,17.279451114922814,3.378499786523398,0.914416565134758,6.911685737407273
1359,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,768,512,896,640,4.78965394220478,1.0,17.713292285403835,3.4894571689474394,1.058809001622453,5.661495250110993
1360,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,896,512,1024,640,5.290602456619225,1.0,20.364738871363496,3.6602143196632957,0.8959140986692825,6.797147345293422
1361,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1024,512,1152,640,4.899932840832774,1.0,16.287386018237072,3.119917459039885,1.0763632486676946,7.321681424918506
1362,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1152,512,1280,640,5.085359054415699,1.0,19.40537401269939,3.619287019019376,0.9305243480634747,7.468810137103595
1363,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,0,640,128,768,5.383666524883029,1.0,19.444033039020226,3.425924126944501,0.8692519564626147,7.263273672619182
1364,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,128,640,256,768,5.374460312188642,1.0,19.02458993605783,3.3537488211011968,0.8161570762142661,6.596498546753411
1365,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,256,640,384,768,5.099418242260545,1.0,18.64181715575621,3.459574468623246,0.9239669647836711,6.11143339431573
1366,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,384,640,512,768,5.132959354394253,1.0,17.008302679978982,3.118727730870205,0.8785518980663918,6.470444712673313
1367,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,512,640,640,768,5.689485284584467,1.0,19.010995542347693,3.165663437279306,0.6565184569831064,7.458013854224772
1368,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,640,640,768,768,5.720731998092514,1.0,20.221348628987133,3.359945656499235,0.7860331584338217,6.843540536819104
1369,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,768,640,896,768,5.366392543859648,1.0,17.913178610206295,3.1516849488691894,0.8965522034789012,5.14743848349592
1370,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,896,640,1024,768,5.242041971233199,1.0,16.54620860414732,2.9656780104891167,0.9293179226888747,5.838267207004376
1371,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1024,640,1152,768,4.859398125308338,1.0,17.290319204604916,3.352332693170981,1.0777258246561654,5.660089943907464
1372,8,Sableux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0053.tif,1152,640,1280,768,4.705891238670695,1.0,17.286514322497588,3.46087775864071,1.0931041185795334,4.636411320441847
1401,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,1024,256,1152,384,9.0797931925894,1.0,21.206982915906455,2.225489335197487,0.3287575209214022,20.10423253959445
1402,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,1152,256,1280,384,9.716134143121204,1.2773442523095664,21.107247565351106,2.0409252302347687,0.25803284560069795,18.133261816382134
1416,7,Granuleux,060525-JPB-MEB-EIHNValves-Ech3-ZigZag0061.tif,384,512,512,640,5.574841315637623,1.0,18.773307812771893,3.1881280213155394,0.8142418659197431,10.946320598283588
1550,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,0,0,128,128,11.207086469616302,1.8032926593066048,21.570523764358732,1.7638153465348339,0.07525601551873999,18.5823087816882
1551,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,0,256,128,9.646040974529349,1.7322345420037961,21.823894139886576,2.0828917947721135,0.3307355000344621,21.45600940061845
1552,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,256,0,384,128,10.095415502431957,1.48930257179408,21.789716616573635,2.0108547330111617,0.21610153614151772,18.877542676565465
1553,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,384,0,512,128,9.064173563777995,1.4550178058094136,19.424440940366974,1.982466797234166,0.3841761353185356,21.739019448906642
1554,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,512,0,640,128,10.134365186182144,1.4212291879334016,19.442155552585866,1.7781998214573294,0.14348044689762374,13.744130093244014
1555,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,640,0,768,128,10.046809964589675,1.5105888394385485,22.647380325711463,2.103831122592172,0.3117344086809527,17.530730504037194
1556,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,0,896,128,8.291811730048206,1.3262203963267278,19.114040602488537,2.1452272175574825,0.46065717879393364,14.031157235086365
1557,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,0,1024,128,9.103696353262219,1.1544362544362545,20.07627486437613,2.0784786613801574,0.3728714798090071,19.897628117332925
1558,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,0,1152,128,6.209448388858548,1.0,18.29615506831904,2.7854575777379975,0.7625282932062114,9.93701390136167
1560,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,0,128,128,256,9.550707296319931,1.6560473170512302,19.91712307972555,1.9120129217770772,0.2963972966917931,15.876584384989664
1561,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,128,256,256,9.108187331536389,1.502423873854307,21.569149131955097,2.2031524525874997,0.35580747202133856,24.899964373141295
1562,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,256,128,384,256,9.062916428707405,1.3422195802277197,22.17979654601373,2.2992131870246055,0.45721535378592415,18.930363548064104
1563,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,384,128,512,256,10.698687107559326,1.539477497255763,21.42863293864371,1.859027677081513,0.12995316657467454,17.3751670941716
1564,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,512,128,640,256,9.735851546827156,1.5550087032201914,19.880086039411594,1.882226454260533,0.3272573182329012,19.529555779789703
1565,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,640,128,768,256,10.480150462962964,1.4224226409313727,21.5039046919282,1.9161444410521715,0.1513435146635795,17.78355009985862
1566,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,128,896,256,6.906638897459633,1.199240858222254,19.449073670444644,2.6423609346269656,0.5826034597891238,13.885096219798607
1567,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,128,1024,256,6.120147795803957,1.0,18.257294927989978,2.819751336695133,0.723484945995464,17.66045128454167
1568,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,128,1152,256,6.502340499306518,1.0,21.604067747539087,3.1687155955208026,0.5645360788461976,6.509717089863796
1569,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,0,256,128,384,11.368869725495358,1.769349198419547,21.920295004306638,1.772466946357685,0.10935807477369869,16.894844092741515
1570,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,256,256,384,7.284345734169602,1.295337518195051,20.751050304035378,2.6708936527514,0.6898619195620488,16.210979411519116
1571,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,256,256,384,384,8.564554715233832,1.3433403495031573,20.64168129510435,2.2532801280696004,0.48778215978341494,15.63427079958716
1572,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,384,256,512,384,8.618915343915344,1.4076755939728876,21.579480009069613,2.3404110157941536,0.3941934548355251,23.472822905066447
1573,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,512,256,640,384,8.8948221521837,1.1893866056499165,18.988377631704296,2.0010508047858706,0.3394447237066881,19.012251110316292
1574,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,640,256,768,384,9.778309025866813,1.4121535953631588,20.139056593127574,1.915147388799603,0.22862968818306018,15.701189341145687
1575,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,256,896,384,9.103044669975555,1.2819307859770288,21.67574796192924,2.2403292431615602,0.3264470351397836,15.655717114342563
1576,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,256,1024,384,9.078073635765943,1.2416593810106662,22.174115467736957,2.305825765089221,0.39109237192055557,14.586054923423132
1577,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,256,1152,384,7.598813946841955,1.0,21.08558024691359,2.6432520110932707,0.4865225695695955,16.872240901379836
1578,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,256,1280,384,8.55544593528019,1.0,22.417382087970328,2.5033624488995043,0.37756257762437617,17.289586878898877
1579,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,0,384,128,512,9.88432122370937,1.4549502547925262,20.547763694231953,1.9316261589760753,0.27279917063108033,13.086255587227642
1580,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,384,256,512,10.558743786714867,1.5261909209788904,21.28339065793853,1.8711695383515579,0.1858679349875965,22.802290570271612
1581,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,256,384,384,512,8.713264277202308,1.2397373989474256,20.805533244087453,2.2455184673248882,0.3979475471031743,27.296453336222218
1582,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,384,384,512,512,8.816466128234712,1.4234248424842484,18.189666413126155,1.9016963630074024,0.3715377686618825,14.959508356379915
1583,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,512,384,640,512,11.424958011420893,1.6018166455428813,21.840619609924374,1.7714553475076136,0.10288407006690795,17.716707204260203
1584,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,640,384,768,512,9.51566696508505,1.4357104267963263,21.665790297339594,2.125976029296907,0.258087913796606,19.202330892480106
1585,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,384,896,512,7.423344040281274,1.3179276913754796,20.117645906776353,2.53251339468951,0.5977991413844186,14.429689117038102
1586,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,384,1024,512,9.310745534086765,1.1894155019059722,20.976234106207915,2.12515942271885,0.3150253029406754,11.51565331192884
1587,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,384,1152,512,7.135119887165021,1.0,20.17578558225508,2.687521146876503,0.5800075635852278,10.797137625566856
1588,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,384,1280,512,9.113058186738838,1.0562747150500118,20.959991990388463,2.184087588105384,0.34504457769769353,22.998416161862572
1590,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,512,256,640,9.63864215168644,1.482061199510404,21.027666167984613,2.027838015031441,0.36319606144801536,20.259638698393214
1591,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,256,512,384,640,9.800733411748427,1.5144010018088214,20.410215955034023,1.928000095439208,0.23762964934830297,16.31829618273952
1592,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,384,512,512,640,9.734795042897998,1.4951838376101114,20.471744147708545,1.9493538617377208,0.23982160208265843,16.358714615938133
1593,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,512,512,640,640,10.495069786820359,1.5410789777094545,19.381193853427895,1.6998567173056764,0.18804289959721018,18.756232586362866
1594,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,640,512,768,640,9.217288973990748,1.388964577656676,19.583662463922227,1.973974987396746,0.36732249915539406,15.438520474527992
1595,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,512,896,640,8.247255689424364,1.2037211015934421,20.355008998200358,2.3221406753721765,0.4433418117437923,13.946119440063729
1596,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,512,1024,640,6.532732754288997,1.0,18.844603524229086,2.731567966332834,0.7297144986572955,11.834307115614205
1597,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,512,1152,640,8.850232198142418,1.0,21.210747809762204,2.2836404014353717,0.3847427775908039,20.75743328052461
1598,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,512,1280,640,7.294077048563182,1.0,19.754817204301073,2.571239250618483,0.5147833368226183,17.347761270677186
1600,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,128,640,256,768,10.489850535245404,1.7214553099841035,21.470917560935032,1.8827210344507448,0.21491042250024242,18.439355375396296
1601,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,256,640,384,768,8.83859294790878,1.3474489795918367,21.367885532591423,2.2651158019146527,0.4947674672115626,12.225113382476772
1602,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,384,640,512,768,9.18168228024716,1.4425701827445987,20.904875950093224,2.119688437620902,0.48572239671076156,17.057050552496147
1603,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,512,640,640,768,10.269138914687543,1.6546690890215419,20.638484044362798,1.8486277294573799,0.19058423629649368,11.548984298153309
1604,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,640,640,768,768,8.983898425308556,1.2838544310222313,22.210390946502063,2.329338058467764,0.4205767415353982,18.762512240685417
1605,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,768,640,896,768,10.160210722032847,1.232206006873537,19.46840593585448,1.7948643416848602,0.14534195482952564,22.187412249616585
1606,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,896,640,1024,768,10.274950099800398,1.4241526914506861,22.609237855218563,2.061818788217708,0.22589148086326932,17.083530217958543
1607,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1024,640,1152,768,9.69203514739229,1.0397346888172578,21.91994273758397,2.154367759838828,0.27660327420030933,26.80907988569548
1608,8,Sableux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,640,1280,768,6.271487558404869,1.0,20.819596199524955,3.1602703529186305,0.8119904728480728,11.023335710511102
1609,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat02-28.tif,1152,128,1280,256,6.038934426229508,1.0,19.424008892182293,3.0508708311452186,0.6700242999345931,7.329126997159554
1610,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,0,0,128,128,11.76779780485349,1.377510669120238,22.182891880156323,1.76799275072989,0.1052545795431717,27.080099699422426
1611,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,128,0,256,128,9.830789372844553,1.4547953883187634,21.238330514617058,2.012405553204717,0.27104239163550964,19.479683540568274
1612,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,256,0,384,128,10.526083958939788,1.4402432598577324,21.682784934192107,1.9230838128687369,0.20546498277404981,29.780055515225634
1615,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,768,0,896,128,9.576013264554163,1.324787445730825,20.706067650819477,2.023940409191883,0.3243664929313547,20.953717204180172
1616,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,896,0,1024,128,8.936574441956223,1.2408588016212072,21.55532394366197,2.2731825571403075,0.4016598068007609,19.027808701859346
1617,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,1024,0,1152,128,8.743167042589889,1.2444839983081912,20.777467835591484,2.2340856284838018,0.40801310288054665,19.49656356804535
1619,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,0,128,128,256,11.213620005536589,1.4545395753242554,23.05230952163176,1.9260301254763286,0.08799312677617546,29.958603038881403
1620,7,Granuleux,060722-Nabila-JP-Valves-WholeMount-SAureus-pat04-1-22.tif,128,128,256,256,9.693022953377982,1.412754437667055,21.782307444408637,2.101465466935975,0.2756583522416767,22.860594005685076
